message_id,text,intent,channel,char_len
msg_03014,"Hey, checking in on #OB7490 - has it shipped yet? The tracking page hasn't updated in days. Regards.",order_status,chat,100
msg_03015,Not sure who to ask about this but please cancel my order.,cancel_order,chat,58
msg_03016,Sorry to bother you but I'd like to call off my order for my new backpack. I ordered twice by accident.,cancel_order,email,103
msg_03017,I need some help please. I paid for next day delivery and it's been three days ago. Can you tell me when it will actually arrive?,delivery_delay,chat,129
msg_03018,I need an invoice for my records. I can't find it in my account. Any help appreciated,invoice_receipt_request,chat,85
msg_03019,This is the third time I'm writing in. where is my oder OB-61892? The tracking page hasn't updated in days. Thank you.,order_status,email,118
msg_03020,"Hello support, I received the wrong item. I ordered a medium and received an extra small. Any help appreciated.",wrong_item_received,email,111
msg_03021,The delivery date has been pushed back twice now. This is really frustrating.,delivery_delay,email,77
msg_03022,This is the third time I'm writing in. can I pay with a different card? My bank flagged the transaction. Can you help?,change_payment_method,email,118
msg_03023,"Hello support, my parcel is way past its estimated delivery date. Let me know.",delivery_delay,web_form,78
msg_03024,"Hi there, I paid for next day delivery and it's been earlier this month. I've taken time off work waiting for this",delivery_delay,email,114
msg_03025,"HELLO, IS MY ORDER ACTUALLY ON ITS WAY OR NOT? THE TRACKING PAGE HASN'T UPDATED IN DAYS. PLEASE GET BACK TO ME ASAP.",order_status,web_form,116
msg_03026,Quick question - do you have the blue running shoes in stock? I'd really appreciate a quick response.,product_availability,chat,101
msg_03027,"Hi team, the delivery date has been pushed back twice now. This is really frustrating. Regards.",delivery_delay,web_form,95
msg_03028,"HI ORDERBUDDY, YOU CONFIRMED MY RETURN BUT I HAVEN'T BEEN REFUNDED.",refund_status,chat,67
msg_03029,Can I pay with a different card? My bank flagged the transaction. Cheers.,change_payment_method,email,73
msg_03030,"Hey, I've changed my mind, please cancel. I ordered the wrong size.",cancel_order,web_form,67
msg_03031,"hi there, is a bluetooth speaker being restocked? can you notify me when it's available? any help appreciated.",product_availability,email,110
msg_03032,"Good morning, I want to trade this in for a different model. Any help appreciated.",exchange_item,email,82
msg_03033,"Hi, #601558 was due nearly ten days ago and it still hasn't turned up. The tracking has said out for delivery for two days.",delivery_delay,email,123
msg_03034,"Hello support, where do I download my receipt? Thanks!",invoice_receipt_request,chat,54
msg_03035,"Good morning, where is my refund? Nothing has shown up on my bank statement. pls get back to me asap.",refund_status,chat,101
msg_03036,Checking in on OB-14114 - has it shipped yet? I never got a shipping confirmation email. I'd really appreciate a quick response.,order_status,chat,128
msg_03037,Quick question - my password reset email never arrives. Any help appreciated,account_login_issue,chat,76
msg_03038,I want to check the status of my order. I ordered the coffee grinder.,order_status,email,69
msg_03039,You promised delivary at the weekend and nothing has arrived. Can you tell me when it will actually arrive? Let me know.,delivery_delay,email,120
msg_03040,You sent me the wrong thing in #171502. The packing slip has someone else's name on it. I'd really appreciate a quick response.,wrong_item_received,web_form,127
msg_03041,Quick question - you confirmed my return but I haven't been refunded. Please get back to me asap.,refund_status,chat,97
msg_03042,I need some help please. please send me a VAT invoice. The confirmation email doesn't count as an invoice.,invoice_receipt_request,email,106
msg_03043,I need some help please. my password reset email never arrives. I've tried resetting three times. Please advise.,account_login_issue,web_form,112
msg_03044,"Sorry to bother you but I've changed my mind, please cancel",cancel_order,email,59
msg_03045,"Hello support, the courier keeps saying delayed with no explanation. Thank you.",delivery_delay,chat,79
msg_03046,Sorry to bother you but I'd like to send back #511947. Thanks!,return_request,email,62
msg_03047,"Hi team, I opened the box and two phone cases was smashed. Please advise.",damaged_item,chat,73
msg_03048,"Hi OrderBuddy, is it too late to cancel OB-39408? It hasn't shipped yet as far as I can tell. Can you help?",cancel_order,email,107
msg_03049,Sorry to bother you but my parcel came half empty. Any help appreciated.,missing_item,chat,72
msg_03050,I need to exchange order 877511 for the correct item. I ordered a medium but I need a large.,exchange_item,email,92
msg_03051,"Sorry to bother you but my new backpack arrived damaged. I want a replacement, not a refund. Please advise.",damaged_item,email,107
msg_03052,"Hello, the card I used has expired, what do I do?",change_payment_method,chat,49
msg_03053,Not sure who to ask about this but I can't log into my account. Nothing in my spam folder either. Thanks!,account_login_issue,email,105
msg_03054,The site won't accept my password.,account_login_issue,chat,34
msg_03055,"Hello support, the item I want is showing as sold out. Can you notify me when it's available? Thanks in advance.",product_availability,web_form,112
msg_03056,i've been waiting on hold so i'm trying here instead. i ordered some replacement filters on the 3rd and i've heard nothing since. the tracking page hasn't updated in days. thanks in advance.,order_status,chat,190
msg_03057,Not sure who to ask about this but order 768114 was due yesterday and it still hasn't turned up. Can you tell me when it will actually arrive? Please advise.,delivery_delay,email,157
msg_03058,Can you tell me what's happening with OB-19471? The tracking page hasn't updated in days.,order_status,email,89
msg_03059,"Hello, OB-50727 was due three days ago and it still hasn't turned up. I need the desk lamp before the weekend. Any help appreciated.",delivery_delay,email,132
msg_03060,How do I pause my monthly delivery? I'd really appreciate a quick response.,subscription_manage,chat,75
msg_03061,"hello, starting a return for the running watch. it's still unopened in the original packaging. i'd really appreciate a quick response.",return_request,email,134
msg_03062,"Hello, I want to check the status of my order. I ordered the kitchen scales. Cheers.",order_status,email,84
msg_03063,"Hi team, is my oder actually on its way or not?",order_status,web_form,47
msg_03064,Still waiting on the refund for the espresso machine. Nothing has shown up on my bank statement. Thanks!,refund_status,chat,104
msg_03065,Quick question - I ordered the blue running shoes over a week ago and I've heard nothing since. The tracking number you sent doesn't work.,order_status,chat,138
msg_03066,I'd like to swap this for another colour. Happy to pay any difference in price. I'd really appreciate a quick response.,exchange_item,email,119
msg_03067,"I've changed my mind, please cancel. I ordered the wrong size. Cheers.",cancel_order,web_form,70
msg_03068,I need some help please. is it too late to cancel #639419? I found it cheaper elsewhere. Can you help?,cancel_order,email,102
msg_03069,Not sure who to ask about this but I paid for next day delivery and it's been over a week ago. Cheers.,delivery_delay,web_form,102
msg_03070,order 388062 was due last tuesday and it still hasn't turned up. can you tell me when it will actually arrive?? can you help?,delivery_delay,email,125
msg_03071,SORRY TO BOTEHR YOU BUT THE ITEM IN OB-22198 IS CRACKED. THE BOX LOOKED FINE FROM THE OUTSIDE. THANKS.,damaged_item,email,102
msg_03072,"Hey, I'd like to call off my order for two phone cases. Any help appreciated.",cancel_order,web_form,77
msg_03073,"Good morning, can I skip next month's delivery? I don't remember signing up for this. Thank you.",subscription_manage,chat,96
msg_03074,Quick question - chasing the refund on #OB5006. It's been over two weeks now.,refund_status,email,77
msg_03075,"Hi OrderBuddy, my order is late. I've taken time off work waiting for this. Thanks in advance.",delivery_delay,email,94
msg_03076,How do I return an item? Do I have to pay for return postage? Thanks.,return_request,email,69
msg_03077,I'd like to call off my order for the office chair. I'd really appreciate a quick response.,cancel_order,chat,91
msg_03078,Where do I download my receipt?,invoice_receipt_request,web_form,31
msg_03079,"Hi OrderBuddy, how do I update the delivery address? I'll send the new address once you confirm. Regards.",change_shipping_address,web_form,105
msg_03080,"Good morning, how do I update the delivery address? I put my old flat number in. Please advise.",change_shipping_address,email,95
msg_03081,I've been waiting on hold so I'm trying here instead. wrong product delivered for #157608. Do I need to send this one back? Let me know.,wrong_item_received,email,136
msg_03082,"Hi OrderBuddy, how do I change the email on my account? Thanks!",account_login_issue,email,63
msg_03083,This is the third time I'm writing in. the courier keeps saying delayed with no explanation. The tracking has said out for delivery for two days. Thanks.,delivery_delay,chat,153
msg_03084,"Hi, I was told I'd be refunded at the weekend and nothing has arrived. It's been over two weeks now.",refund_status,chat,100
msg_03085,"Hello, how do I change the email on my account? I've tried resetting three times. I'd really appreciate a quick response.",account_login_issue,chat,121
msg_03086,Quick question - what's the current status of 10780997? The tracking page hasn't updated in days. Please get back to me asap.,order_status,chat,125
msg_03087,You sent me the wrong thing in #OB3849. I ordered a medium and received an extra small. Cheers.,wrong_item_received,email,95
msg_03088,I've been waiting on hold so I'm trying here instead. where do I download my receipt? Thank you.,invoice_receipt_request,chat,96
msg_03089,"Hello support, I want to check the status of my order. Thanks.",order_status,chat,62
msg_03090,I returned the espresso machine two weeks ago and still no refund. The tracking shows you received it. Let me know.,refund_status,email,115
msg_03091,"Good morning, still waiting on the refund for the coffee grinder. It's been over two weeks now.",refund_status,chat,95
msg_03092,"Good morning, my order is late. I need the coffee grinder before the weekend.",delivery_delay,web_form,77
msg_03093,Quick question - still waiting on the refund for the running watch. Regards.,refund_status,chat,76
msg_03094,I want to check the status of my order. I ordered the air fryer. Thanks in advance.,order_status,email,83
msg_03095,I want to trade this in for a different model. Do I need to return the original first?,exchange_item,chat,86
msg_03096,"Hello support, you promised delivery two weeks ago and nothing has arrived. Can you tell me when it will actually arrive?",delivery_delay,chat,121
msg_03097,"This is the third time I'm writing in. wrong address on order 856065, can you fix it? It hasn't shipped yet so hopefully it's not too late. Can you help?",change_shipping_address,email,153
msg_03098,Quick question - how do I cancel an order? Please confirm the cancellation in writing. Any help appreciated.,cancel_order,email,108
msg_03099,Quick question - you confirmed my return but I haven't been refunded. Can you check which card it went back to? Can you help?,refund_status,web_form,125
msg_03100,"Good morning, I need to exchange #456777 for the correct item. Happy to pay any difference in price. Thank you.",exchange_item,chat,111
msg_03101,"Hello support, part of my order is missing. Let me know.",missing_item,web_form,56
msg_03102,I've been waiting on hold so I'm trying here instead. the packaging was crushed and the contents are ruined. It doesn't power on at all.,damaged_item,chat,136
msg_03103,"Hi OrderBuddy, please send me a returns label for order 826984. It doesn't fit. Thanks!",return_request,email,87
msg_03104,"Hi team, I've moved house, please update my shipping address. I put my old flat number in.",change_shipping_address,chat,90
msg_03105,You sent me the wrong thing in order 372553. The packing slip has someone else's name on it.,wrong_item_received,email,92
msg_03106,This is the third time I'm writing in. how do I change the email on my account? I've tried resetting three times.,account_login_issue,chat,113
msg_03107,"Hi, I paid for next day delivery and it's been yesterday. This is really frustrating. Thanks!",delivery_delay,chat,93
msg_03108,"Hey, this isn't the size I ordered. I ordered a medium and received an extra small. Thanks in advance.",wrong_item_received,web_form,102
msg_03109,Not sure who to ask about this but how do I cancel an order? Thank you.,cancel_order,web_form,71
msg_03110,"Hi, checking in on OB-89149 - has it shipped yet? It was supposed to be a gift so I'm getting nervous.",order_status,email,102
msg_03111,Can you tell me what's happening with #OB3654? The tracking number you sent doesn't work. Any help appreciated.,order_status,chat,111
msg_03112,"Hello support, cancel #OB4978 please, I ordered by mistake. I don't need it any more.",cancel_order,email,85
msg_03113,I need some help please. what's your returns process?,return_request,email,53
msg_03114,"Hi team, I need to arrange a return. Cheers.",return_request,email,44
msg_03115,Could you look up order 594071 for me and tell me where it's at? It was supposed to be a gift so I'm getting nervous. Thanks in advance.,order_status,chat,136
msg_03116,"I've been waiting on hold so I'm trying here instead. received the espresso machine on the 3rd and it's clearly damaged. I want a replacement, not a refund. Can you help?",damaged_item,web_form,170
msg_03117,I need some help please. can you send my order to a different address?,change_shipping_address,chat,70
msg_03118,"Hi there, you promised delivery on the 14th and nothing has arrived. This is really frustrating.",delivery_delay,web_form,96
msg_03119,Not sure who to ask about this but can you send my order to a different address?,change_shipping_address,email,80
msg_03120,Starting a return for a set of bed sheets. Thanks!,return_request,email,50
msg_03121,"Hi there, I entered the old address by mistake on #OB1571. It hasn't shipped yet so hopefully it's not too late. Thanks in advance.",change_shipping_address,email,131
msg_03122,"Hi team, starting a return for the running watch. Thanks.",return_request,web_form,57
msg_03123,Could you look up #586662 for me and tell me where it's at?,order_status,chat,59
msg_03124,"Hi, my refund hasn't come through yet. Thank you.",refund_status,email,49
msg_03125,Quick question - please exchange the wireless keyboard for the larger size. I ordered a medium but I need a large. Thanks!,exchange_item,chat,122
msg_03126,"Hi, I want to check the status of my order",order_status,email,42
msg_03127,this is the third time i'm writing in. you sent me the wrong thing in #913707. the packing slip has someone else's name on it.,wrong_item_received,email,126
msg_03128,"Hello support, I want to update my billing details. The card was cancelled after fraud on my account. Cheers.",change_payment_method,email,109
msg_03129,I need some help please. you confirmed my return but I haven't been refunded. Nothing has shown up on my bank statement. Thanks in advance.,refund_status,email,139
msg_03130,"Hi, I returned my new backpack on Friday and still no refund. Can you check which card it went back to?",refund_status,web_form,103
msg_03131,Quick question - can I get a receipt for 41266048? I can't find it in my account. Thank you.,invoice_receipt_request,chat,92
msg_03132,"hi, do you have the kitchen scales in stock? please advise.",product_availability,email,59
msg_03133,"Hi OrderBuddy, the screen was already broken when it arrived. Can you help?",damaged_item,email,75
msg_03134,I've been waiting on hold so I'm trying here instead. the item in the box isn't what I ordered.,wrong_item_received,email,95
msg_03135,"hi, i ordered the desk lamp on the 14th and i've heard nothing since. i never got a shipping confirmation email. thanks.",order_status,web_form,120
msg_03136,This is the third time I'm writing in. can I pay with a different card?? My bank flagged the transaction. I'd really appreciate a quick response.,change_payment_method,email,145
msg_03137,I need some help please. the courier keeps saying delayed with no explanation. The tracking has said out for delivery for two days. Can you help?,delivery_delay,email,145
msg_03138,My refund hasn't come through yet. I have teh return receipt if you need it.,refund_status,chat,76
msg_03139,Quick question - where is my order #367675? The app just says processing. Cheers.,order_status,email,81
msg_03140,"Hi OrderBuddy, I was told I'd be refunded over a week ago and nothing has arrived. It's been over two weeks now",refund_status,web_form,111
msg_03141,Where is my order order 824604?,order_status,email,31
msg_03142,"hello, you confirmed my return but i haven't been refunded. i have the return receipt if you need it.",refund_status,chat,101
msg_03143,"Sorry to bother you but cancel 28870314 please, I ordered by mistake. It hasn't shipped yet as far as I can tell. Thanks in advance.",cancel_order,chat,132
msg_03144,"Hey, I want to update my billing details. Thanks.",change_payment_method,web_form,49
msg_03145,Not sure who to ask about this but the item in the box isn't what I ordered. Do I need to send this one back?,wrong_item_received,email,109
msg_03146,This is the third time I'm writing in. I paid for next day delivery and it's been two weeks ago. Thank you.,delivery_delay,email,107
msg_03147,"Hey, my order is late. I need my winter jacket before the weekend.",delivery_delay,chat,66
msg_03148,"Hi team, I need to cancel the order I placed last Tuesday. I ordered twice by accident.",cancel_order,chat,87
msg_03149,"Hello support, I want to update my billing details. My bank flagged the transaction. Thanks in advance.",change_payment_method,email,103
msg_03150,"Hey, starting a return for a bluetooth speaker. Do I have to pay for return postage? Please advise.",return_request,email,99
msg_03151,"Hi OrderBuddy, part of my order is missing. Thanks in advance.",missing_item,chat,62
msg_03152,Quick question - I'm locked out of my account. I've tried resetting three times. Thanks in advance.,account_login_issue,email,99
msg_03153,"Hi team, I want to update my billing details.",change_payment_method,chat,45
msg_03154,"Hi team, you sent me the wrong thing in order 536337. I ordered a medium and received an extra small. Thanks.",wrong_item_received,web_form,109
msg_03155,Instead of a refund can I just exchange it? Happy to pay any difference in price. Thanks!,exchange_item,chat,89
msg_03156,Why was I charged full price when I used a voucher? It said code expired but it shouldn't be. Cheers.,discount_promo_code,email,101
msg_03157,"HELLO SUPPORT, YOU PROMISED DELIVERY ON THE 3RD AND NOTHING HAS ARRIVED.",delivery_delay,email,72
msg_03158,I need to arrange a return. It doesn't fit. Any help appreciated.,return_request,email,65
msg_03159,"Hello support, is my order actually on its way or not? It was supposed to be a gift so I'm getting nervous. Let me know.",order_status,web_form,120
msg_03160,"Hi, I need a proper invoice for expenses. The confirmation email doesn't count as an invoice. Regards.",invoice_receipt_request,chat,102
msg_03161,I need some help please. I'd like to call off my oder for the yoga mat. Please confirm the cancellation in writing. Thanks.,cancel_order,email,123
msg_03162,Can I exchange teh standing desk for a different size? Do I need to return the original first? Regards.,exchange_item,chat,103
msg_03163,"Hi, when will I get my money back for #570387? Can you check which card it went back to? Thanks in advance.",refund_status,chat,107
msg_03164,"HI TEAM, WHAT'S THE CURRENT STATUS OF #647459? I ORDERED A SET OF BED SHEETS. THANKS!",order_status,chat,85
msg_03165,"Hey, can I return teh wireless keyboard that I bought over a week ago? I'm within the 30 day window I think.",return_request,web_form,108
msg_03166,I NEED SOME HELP PLEASE. THE BOX ARRIVED BUT IT WAS MISSING AN ITEM. THE BOX DIDN'T LOOK TAMPERED WITH. THANKS!,missing_item,chat,111
msg_03167,QUICK QUESTION - THE SCREEN WAS ALREADY BROKEN WHEN IT ARRIVED. I'VE TAKEN PHOTOS IF YOU NEED THEM. LET ME KNOW.,damaged_item,email,112
msg_03168,"Hey, the screen was already broken when it arrived. I want a replacement, not a refund.",damaged_item,chat,87
msg_03169,I ordered the desk lamp last Tuesday and I've heard nothing since. The tracking number you sent doesn't work. Let me know.,order_status,email,122
msg_03170,"Hey, I'm locked out of my account. Nothing in my spam folder either.",account_login_issue,email,68
msg_03171,"Hey, still waiting on the refund for the kitchen scales. Thanks.",refund_status,email,64
msg_03172,"Hi there, the courier keeps saying delayed with no explanation. Regards.",delivery_delay,chat,72
msg_03173,I've been waiting on hold so I'm trying here instead. starting a return for the desk lamp. It doesn't fit. I'd really appreciate a quick response.,return_request,email,146
msg_03174,"Hi team, I returned the kitchen scales on Friday and still no refund. I have the return receipt if you need it.",refund_status,email,111
msg_03175,"Hello, somebody else's order arrived at my house. I ordered a medium and received an extra small.",wrong_item_received,web_form,97
msg_03176,Sorry to bother you but I need to cancel the order I placed two weeks ago. I ordered twice by accident. Thank you,cancel_order,email,113
msg_03177,Not sure who to ask about this but please send me a returns label for 49846066. Do I have to pay for return postage? Thanks.,return_request,email,124
msg_03178,"Hello, how do I change the email on my account? It keeps saying account not found. Please advise.",account_login_issue,web_form,97
msg_03179,I paid for next day delivery and it's been two weeks ago. This is really frustrating. I'd really appreciate a quick response.,delivery_delay,email,125
msg_03180,"Hello, the screen was already broken when it arrived. I want a replacement, not a refund.",damaged_item,web_form,89
msg_03181,"Hi there, I've changed my mind, pls cancel. It hasn't shipped yet as far as I can tell.",cancel_order,chat,87
msg_03182,"Hi, how long do refunds take? The tracking shows you received it. I'd really appreciate a quick response.",refund_status,chat,105
msg_03183,Not sure who to ask about this but how do I cancel an order? Please confirm the cancellation in writing. Let me know.,cancel_order,email,117
msg_03184,"Hello support, one of the items on my invoice never turned up. I was charged for the full order. Please advise.",missing_item,chat,111
msg_03185,"Hello, my winter jacket arrived damaged. Any help appreciated.",damaged_item,email,62
msg_03186,"Hi there, I'm being charged monthly and I want it to stop. I've got too much stock at home already.",subscription_manage,email,99
msg_03187,"Hey, part of my order is missing. Can you help?",missing_item,email,47
msg_03188,"Hi team, the box arrived but it was missing an item. The packing slip lists it but it isn't there. Any help appreciated.",missing_item,chat,120
msg_03189,Is it too late to cancell #OB2230? It hasn't shipped yet as far as I can tell. Let me know.,cancel_order,email,91
msg_03190,"Hey, any update on #427272? Let me know.",order_status,chat,40
msg_03191,I need some help please. can you email me the invoice for the order I placed back in June? I can't find it in my account.,invoice_receipt_request,web_form,121
msg_03192,"Good morning, the item in the box isn't what I ordered. The packing slip has someone else's name on it. Thanks.",wrong_item_received,email,111
msg_03193,"Hello support, I need an invoice for my records. The confirmation email doesn't count as an invoice. Please get back to me asap.",invoice_receipt_request,chat,128
msg_03194,"Hello support, can I return a bluetooth speaker that I bought three days ago? Where do I send it? Can you help?",return_request,chat,111
msg_03195,sorry to bother you but my parcel came half empty. the packing slip lists it but it isn't there. thanks.,missing_item,chat,104
msg_03196,"Hello, I ordered a pair of headphones but got something completely different. Can you help?",wrong_item_received,web_form,91
msg_03197,Quick question - I need to change the delivery address on #587578. It hasn't shipped yet so hopefully it's not too late.,change_shipping_address,chat,120
msg_03198,"Good morning, any update on OB-79794? I ordered the blue running shoes. Thanks.",order_status,chat,79
msg_03199,Why is my delivery taking so long? Regards.,delivery_delay,web_form,43
msg_03200,I ordered the coffee grinder yesterday and I've heard nothing since. I never got a shipping confirmation email. Thanks in advance.,order_status,email,130
msg_03201,"Hi, starting a return for the espresso machine. Do I have to pay for return postage? Cheers.",return_request,chat,92
msg_03202,"Hey, is the desk lamp being restocked? Is it discontinued? Any help appreciated.",product_availability,email,80
msg_03203,I've been waiting on hold so I'm trying here instead. checking in on order 503577 - has it shipped yet? Any help appreciated.,order_status,email,125
msg_03204,When will the office chair be back in stock? I need it in a size 10. Thanks!,product_availability,email,76
msg_03205,This is the third time I'm writing in. can I switch to paypal for order 576378? My bank flagged the transaction. Cheers.,change_payment_method,web_form,120
msg_03206,The standing desk arrived damaged.,damaged_item,web_form,34
msg_03207,"Hey, the box arrived but it was missing an item. I was charged for the full order.",missing_item,email,82
msg_03208,This is the third time I'm writing in. I need to exchange 28179364 for the correct item. I'd rather have the black one.,exchange_item,web_form,119
msg_03209,I need some help please. still waiting on the refund for the running watch. Cheers,refund_status,email,82
msg_03210,"Hi OrderBuddy, the delivery date has been pushed back twice now. I've taken time off work waiting for this. Please get back to me asap.",delivery_delay,web_form,135
msg_03211,Not sure who to ask about this but can you email me the invoice for the order I placed at the weekend? Regards.,invoice_receipt_request,email,111
msg_03212,Sorry to bother you but starting a return for my winter jacket. It's still unopened in the original packaging. Regards.,return_request,chat,119
msg_03213,"Hi there, can I skip next month's delivery? I'd like it every two months instead. Cheers.",subscription_manage,web_form,89
msg_03214,"Hello support, this isn't the size I ordered. Please send the correct item as soon as possible. Let me know.",wrong_item_received,chat,108
msg_03215,Not sure who to ask about this but how do I return an item? Cheers.,return_request,web_form,67
msg_03216,"Hello, wrong product delivered for 84328393. Cheers.",wrong_item_received,email,52
msg_03217,I've been waiting on hold so I'm trying here instead. the courier keeps saying delayed with no explanation. I need the wireless keyboard before the weekend. Thanks!,delivery_delay,chat,164
msg_03218,Sorry to bother you but when will I get my money back for 49827169? Any help appreciated.,refund_status,email,89
msg_03219,WHEN WILL I GET MY MONEY BACK FOR #OB3532? I HAVE THE RETURN RECEIPT IF YOU NEED IT. THANKS!,refund_status,chat,92
msg_03220,"Hi there, wrong address on #761439, can you fix it? The postcode is wrong on the order. Let me know.",change_shipping_address,chat,100
msg_03221,I need some help please. OB-40432 arrived but one item wasn't in the box. Let me know.,missing_item,email,86
msg_03222,"Hi OrderBuddy, how do exchanges work? Any help appreciated.",exchange_item,chat,59
msg_03223,"Good morning, received the wireless keyboard last month and it's clearly damaged. I've taken photos if you need them.",damaged_item,chat,117
msg_03224,"I WANT TO SEND THIS BACK, IT ISN'T WHAT I EXPECTED. THE COLOUR IS NOTHING LIKE THE PHOTOS.",return_request,chat,90
msg_03225,What's the current status of #OB2976? The tracking page hasn't updated in days. Can you help?,order_status,web_form,93
msg_03226,Not sure who to ask about this but can you tell me what's happening with OB-35924? Any help appreciated.,order_status,email,104
msg_03227,Quick question - could you look up #573469 for me and tell me where it's at? The app just says processing. Please get back to me asap.,order_status,email,134
msg_03228,I want to trade this in for a different model. Happy to pay any difference in price. Thank you.,exchange_item,chat,95
msg_03229,"Hey, why is my delivery taking so long? Can you tell me when it will actually arrive?",delivery_delay,chat,85
msg_03230,"Hi there, please send me a VAT invoice. It needs to have my company name on it.",invoice_receipt_request,web_form,79
msg_03231,"Hello, please exchange the espresso machine for the larger size. I ordered a medium but I need a large.",exchange_item,email,103
msg_03232,I've been waiting on hold so I'm trying here instead. I opened the box and the blue running shoes was smashed. This is unacceptable for the price. Any help appreciated.,damaged_item,chat,168
msg_03233,"Hello support, I paid for next day delivery and it's been on the 14th. I've taken time off work waiting for this.",delivery_delay,chat,113
msg_03234,My password reset email never arrives. It keeps saying account not found.,account_login_issue,web_form,73
msg_03235,CAN I STILL CANCELL #OB9181 BEFORE IT SHIPS? LET ME KNOW.,cancel_order,email,57
msg_03236,Somebody else's order arrived at my house. I'd really appreciate a quick response.,wrong_item_received,chat,82
msg_03237,I ordered my new backpack on Friday and I've heard nothing since. Thanks in advance.,order_status,email,84
msg_03238,I need some help please. how do exchanges work? Please get back to me asap.,exchange_item,email,75
msg_03239,"Hello, my parcel is way past its estimated delivery date. I need the espresso machine before the weekend.",delivery_delay,email,105
msg_03240,I've been waiting on hold so I'm trying here instead. somebody else's order arrived at my house. I ordered a medium and received an extra small. Regards.,wrong_item_received,web_form,153
msg_03241,Please send me a VAT invoice. I can't find it in my account.,invoice_receipt_request,chat,60
msg_03242,Checking in on #OB9018 - has it shipped yet? Let me know.,order_status,email,57
msg_03243,"Sorry to bother you but my winter jacket arrived damaged. I want a replacement, not a refund.",damaged_item,chat,93
msg_03244,Quick question - where is my refund? The tracking shows you received it. Thanks in advance.,refund_status,email,91
msg_03245,I've been waiting on hold so I'm trying here instead. the screen was already broken when it arrived. Please get back to me asap.,damaged_item,email,128
msg_03246,I need some help please. I ordered the espresso machine last month and I've heard nothing since. Can you help?,order_status,chat,110
msg_03247,"Hi, I'd like to call off my order for the kitchen scales. I ordered twice by accident. Thanks!",cancel_order,email,94
msg_03248,Quick question - please exchange a set of bed sheets for the larger size. I'd rather have the black one. I'd really appreciate a quick response.,exchange_item,chat,144
msg_03249,i need a proper invoice for expenses. i can't find it in my account. any help appreciated.,invoice_receipt_request,chat,90
msg_03250,"Hi OrderBuddy, could you resend the receipt for #915154? My accountant needs it for the quarter. Regards.",invoice_receipt_request,email,105
msg_03251,Sorry to bother you but please stop my recurring order. Thanks in advance.,subscription_manage,chat,74
msg_03252,"I need some help please. the item in OB-71648 is cracked. I want a replacement, not a refund. I'd really appreciate a quick response.",damaged_item,email,133
msg_03253,Sorry to bother you but I ordered three things and only two arrived.,missing_item,email,68
msg_03254,"Two phone cases arrived damaged. I want a replacement, not a refund. I'd really appreciate a quick response.",damaged_item,chat,108
msg_03255,Quick question - can you send my oder to a different address? Thank you.,change_shipping_address,email,72
msg_03256,NOT SURE WHO TO ASK ABOUT THIS BUT I WANT TO TRADE THIS IN FOR A DIFFERENT MODEL. I'D RATHER HAVE THE BLACK ONE.,exchange_item,chat,112
msg_03257,I've been waiting on hold so I'm trying here instead. I want to trade this in for a different model. I ordered a medium but I need a large. I'd really appreciate a quick response.,exchange_item,chat,179
msg_03258,I ordered my winter jacket three days ago and I've heard nothing since. The tracking number you sent doesn't work. Can you help?,order_status,chat,128
msg_03259,"Hello support, I entered the old address by mistake on OB-86002. It hasn't shipped yet so hopefully it's not too late.",change_shipping_address,chat,118
msg_03260,I need some help please. the packaging was crushed and the contents are ruined. This is unacceptable for the price. Can you help?,damaged_item,chat,129
msg_03261,Part of my order is missing. The packing slip lists it but it isn't there.,missing_item,chat,74
msg_03262,"Hey, the item in 70164963 is cracked. Thanks!",damaged_item,chat,45
msg_03263,Order 554253 was due two weeks ago and it still hasn't turned up. This is really frustrating. Please get back to me asap.,delivery_delay,web_form,121
msg_03264,Not sure who to ask about this but please cancel my order.,cancel_order,web_form,58
msg_03265,My order is late. I'd really appreciate a quick response.,delivery_delay,web_form,57
msg_03266,Quick question - my account seems to have been deleted. Nothing in my spam folder eitehr. Regards.,account_login_issue,chat,98
msg_03267,"Hi OrderBuddy, what's the current status of #101625? The tracking page hasn't updated in days. Please get back to me asap.",order_status,chat,122
msg_03268,I need to cancel the order I placed at the weekend. It hasn't shipped yet as far as I can tell. Can you help?,cancel_order,email,109
msg_03269,Can I skip next month's delivery? I've got too much stock at home already. Please get back to me asap,subscription_manage,email,101
msg_03270,"Hello support, I've moved house, please update my shipping address. Thanks!",change_shipping_address,email,75
msg_03271,"Hey, I need to arrange a return.",return_request,chat,32
msg_03272,The item in 63888396 is cracked. I've taken photos if you need them. Thanks!,damaged_item,chat,76
msg_03273,I entered the old address by mistake on #573933. It hasn't shipped yet so hopefully it's not too late. Thanks in advance.,change_shipping_address,chat,121
msg_03274,How do I return an item? It doesn't fit.,return_request,web_form,40
msg_03275,"Hi team, any update on order 139731? The app just says processing. Regards.",order_status,email,75
msg_03276,I need some help please. I ordered two phone cases but got something completely different. Please send the correct item as soon as possible. Thanks!,wrong_item_received,web_form,148
msg_03277,"Hello, can the delivery be changed to a neighbour?",change_shipping_address,chat,50
msg_03278,"Hi team, how do I return an item? I'm within the 30 day window I think.",return_request,chat,71
msg_03279,I need some help please. please send me a VAT invoice. My accountant needs it for the quarter. Thanks in advance.,invoice_receipt_request,email,113
